name,size,mounting_type,sensing_distance,output_type,operation_mode,connection_method,material_housing,io_link_baud_rate,overall_length,thread_length,degree_of_protection
E2E-X20MB1TL18-M1,M18,Non-flush,20 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),75 mm,47 mm,IP67/IP69K
E2E-X20MB1TL18-M1TJ 0.3M,M18,Non-flush,20 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MB1TL18-R 2M,M18,Non-flush,20 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MB2L18 2M,M18,Non-flush,20 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MB2L18-M1,M18,Non-flush,20 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,75 mm,47 mm,IP67/IP69K
E2E-X20MB3DL18 2M,M18,Non-flush,20 mm,"IO-Link, PNP",NO + NC,Cable,"Brass, nickel plated",COM2 (38.4 kbps),77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MB3DL18-M1,M18,Non-flush,20 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),75 mm,47 mm,IP67/IP69K
E2E-X20MC1L18 2M,M18,Non-flush,20 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD1L18 2M,M18,Non-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD1L18 5M,M18,Non-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD1L18-M1TGJ 0.3M,M18,Non-flush,20 mm,2-wire,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD1L18-M1TGJ-T 0.3M,M18,Non-flush,20 mm,2-wire,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD1L18-R 2M,M18,Non-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD1L18-R 5M,M18,Non-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD1L18-T 2M,M18,Non-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD1L18-T 5M,M18,Non-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD1L18-TR 2M,M18,Non-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD1L18-TR 5M,M18,Non-flush,20 mm,2-wire,NO,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD2L18 2M,M18,Non-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD2L18 5M,M18,Non-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD2L18-M1TGJ 0.3M,M18,Non-flush,20 mm,2-wire,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD2L18-M1TGJ-T 0.3M,M18,Non-flush,20 mm,2-wire,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD2L18-R 2M,M18,Non-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD2L18-R 5M,M18,Non-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD2L18-T 2M,M18,Non-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD2L18-T 5M,M18,Non-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD2L18-TR 2M,M18,Non-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X20MD2L18-TR 5M,M18,Non-flush,20 mm,2-wire,NC,Cable,"Brass, nickel plated",,77.3 mm,47 mm,IP67/IP67G/IP69K
E2E-X22B1T30 2M,M30,Quasi-flush,22 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X22B1T30 5M,M30,Quasi-flush,22 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X22B1T30-M1,M30,Quasi-flush,22 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),58 mm,38 mm,IP67/IP69K
E2E-X22B1T30-M1TJ 0.3M,M30,Quasi-flush,22 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X22B1T30-R 2M,M30,Quasi-flush,22 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X22B1TL30 2M,M30,Quasi-flush,22 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,64 mm,IP67/IP67G/IP69K
E2E-X22B1TL30-M1,M30,Quasi-flush,22 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),80 mm,64 mm,IP67/IP69K
E2E-X22B1TL30-M1TJ 0.3M,M30,Quasi-flush,22 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,64 mm,IP67/IP67G/IP69K
E2E-X22B230 10M,M30,Quasi-flush,22 mm,PNP,NC,Cable,"Brass, nickel plated",,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X22B230 2M,M30,Quasi-flush,22 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X22B230 5M,M30,Quasi-flush,22 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X22B230-M1,M30,Quasi-flush,22 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,38 mm,IP67/IP69K
E2E-X22B2L30 2M,M30,Quasi-flush,22 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,64 mm,IP67/IP67G/IP69K
E2E-X22B2L30-M1,M30,Quasi-flush,22 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,64 mm,IP67/IP69K
E2E-X22B3D30-M1,M30,Quasi-flush,22 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),58 mm,38 mm,IP67/IP69K
E2E-X22B3DL30-M1,M30,Quasi-flush,22 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),80 mm,64 mm,IP67/IP69K
E2E-X22C130 2M,M30,Quasi-flush,22 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X22C130-M1,M30,Quasi-flush,22 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,38 mm,IP67/IP69K
E2E-X22C1L30-M1,M30,Quasi-flush,22 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,64 mm,IP67/IP69K
E2E-X22C230 2M,M30,Quasi-flush,22 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X22C230-M1,M30,Quasi-flush,22 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,38 mm,IP67/IP69K
E2E-X23B1T30 2M,M30,Quasi-flush,23 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X23B1T30-M1,M30,Quasi-flush,23 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),58 mm,38 mm,IP67/IP69K
E2E-X23B1T30-M1TJ 0.3M,M30,Quasi-flush,23 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X23B1T30-R 2M,M30,Quasi-flush,23 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X23B1TL30 2M,M30,Quasi-flush,23 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,64 mm,IP67/IP67G/IP69K
E2E-X23B1TL30-M1,M30,Quasi-flush,23 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),80 mm,64 mm,IP67/IP69K
E2E-X23B1TL30-M1TJ 0.3M,M30,Quasi-flush,23 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),82.3 mm,64 mm,IP67/IP67G/IP69K
E2E-X23B230 2M,M30,Quasi-flush,23 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X23B230-M1,M30,Quasi-flush,23 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,38 mm,IP67/IP69K
E2E-X23B2L30 2M,M30,Quasi-flush,23 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,82.3 mm,64 mm,IP67/IP67G/IP69K
E2E-X23B2L30-M1,M30,Quasi-flush,23 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,64 mm,IP67/IP69K
E2E-X23C130 2M,M30,Flush,23 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X23C130-M1,M30,Quasi-flush,23 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,38 mm,IP67/IP69K
E2E-X23C230 2M,M30,Quasi-flush,23 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,60.3 mm,38 mm,IP67/IP67G/IP69K
E2E-X23C230-M1,M30,Quasi-flush,23 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,58 mm,38 mm,IP67/IP69K
E2E-X23C2L30-M1,M30,Quasi-flush,23 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,80 mm,64 mm,IP67/IP69K
E2E-X2B1T12 2M,M12,Flush,2 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2B1T12 5M,M12,Flush,2 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2B1T12-M1,M12,Flush,2 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),48 mm,29 mm,IP67/IP69K
E2E-X2B1T12-M1TJ 0.3M,M12,Flush,2 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,"Brass, nickel plated",COM3 (230.4 kbps),47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2B1T12-R 2M,M12,Flush,2 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2B1T8 10M,M8,Flush,2 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2B1T8 2M,M8,Flush,2 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2B1T8 5M,M8,Flush,2 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2B1T8-M1,M8,Flush,2 mm,"IO-Link, PNP",NO,Connector M12,Stainless steel,COM3 (230.4 kbps),43 mm,22 mm,IP67/IP69K
E2E-X2B1T8-M1TJ 0.3M,M8,Flush,2 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,Stainless steel,COM3 (230.4 kbps),37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2B1T8-M3,M8,Flush,2 mm,"IO-Link, PNP",NO,Connector M8 - 4 pin,Stainless steel,COM3 (230.4 kbps),39 mm,22 mm,IP67/IP69K
E2E-X2B1T8-M5,M8,Flush,2 mm,"IO-Link, PNP",NO,Connector M8 - 3 pin,Stainless steel,COM3 (230.4 kbps),39 mm,22 mm,IP67/IP69K
E2E-X2B1T8-R 2M,M8,Flush,2 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2B1TL12 2M,M12,Flush,2 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),69.1 mm,55 mm,IP67/IP67G/IP69K
E2E-X2B1TL12 5M,M12,Flush,2 mm,"IO-Link, PNP",NO,Cable,"Brass, nickel plated",COM3 (230.4 kbps),69.1 mm,55 mm,IP67/IP67G/IP69K
E2E-X2B1TL12-M1,M12,Flush,2 mm,"IO-Link, PNP",NO,Connector M12,"Brass, nickel plated",COM3 (230.4 kbps),70 mm,55 mm,IP67/IP69K
E2E-X2B1TL8 2M,M8,Flush,2 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X2B1TL8 5M,M8,Flush,2 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X2B1TL8-M1,M8,Flush,2 mm,"IO-Link, PNP",NO,Connector M12,Stainless steel,COM3 (230.4 kbps),53 mm,36 mm,IP67/IP69K
E2E-X2B1TL8-M1TJ 0.3M,M8,Flush,2 mm,"IO-Link, PNP",NO,M12 pigtail Smartclick connector,Stainless steel,COM3 (230.4 kbps),47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X2B1TL8-M3,M8,Flush,2 mm,"IO-Link, PNP",NO,Connector M8 - 4 pin,Stainless steel,COM3 (230.4 kbps),49 mm,36 mm,IP67/IP69K
E2E-X2B1TL8-M5,M8,Flush,2 mm,"IO-Link, PNP",NO,Connector M8 - 3 pin,Stainless steel,COM3 (230.4 kbps),49 mm,36 mm,IP67/IP69K
E2E-X2B212 2M,M12,Flush,2 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2B212 5M,M12,Flush,2 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2B212-M1,M12,Flush,2 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,48 mm,29 mm,IP67/IP69K
E2E-X2B212-M1TJ 0.3M,M12,Flush,2 mm,PNP,NC,M12 pigtail Smartclick connector,"Brass, nickel plated",Not Applicable,47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2B28 10M,M8,Flush,2 mm,PNP,NC,Cable,Stainless steel,,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2B28 2M,M8,Flush,2 mm,PNP,NC,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2B28 5M,M8,Flush,2 mm,PNP,NC,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2B28-M1,M8,Flush,2 mm,PNP,NC,Connector M12,Stainless steel,Not Applicable,43 mm,22 mm,IP67/IP69K
E2E-X2B28-M3,M8,Flush,2 mm,PNP,NC,Connector M8 - 4 pin,Stainless steel,Not Applicable,39 mm,22 mm,IP67/IP69K
E2E-X2B28-M5,M8,Flush,2 mm,PNP,NC,Connector M8 - 3 pin,Stainless steel,Not Applicable,39 mm,22 mm,IP67/IP69K
E2E-X2B2L12 2M,M12,Flush,2 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,69.1 mm,55 mm,IP67/IP67G/IP69K
E2E-X2B2L12 5M,M12,Flush,2 mm,PNP,NC,Cable,"Brass, nickel plated",Not Applicable,69.1 mm,55 mm,IP67/IP67G/IP69K
E2E-X2B2L12-M1,M12,Flush,2 mm,PNP,NC,Connector M12,"Brass, nickel plated",Not Applicable,70 mm,55 mm,IP67/IP69K
E2E-X2B2L8 2M,M8,Flush,2 mm,PNP,NC,Cable,Stainless steel,Not Applicable,47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X2B2L8 5M,M8,Flush,2 mm,PNP,NC,Cable,Stainless steel,Not Applicable,47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X2B2L8-M1,M8,Flush,2 mm,PNP,NC,Connector M12,Stainless steel,Not Applicable,53 mm,36 mm,IP67/IP69K
E2E-X2B2L8-M3,M8,Flush,2 mm,PNP,NC,Connector M8 - 4 pin,Stainless steel,Not Applicable,49 mm,36 mm,IP67/IP69K
E2E-X2B2L8-M5,M8,Flush,2 mm,PNP,NC,Connector M8 - 3 pin,Stainless steel,Not Applicable,49 mm,36 mm,IP67/IP69K
E2E-X2B3D12-M1,M12,Flush,2 mm,"IO-Link, PNP",NO + NC,Connector M12,"Brass, nickel plated",COM2 (38.4 kbps),48 mm,29 mm,IP67/IP69K
E2E-X2B3DL8-M1,M8,Flush,2 mm,"IO-Link, PNP",NO + NC,Connector M12,Stainless steel,COM2 (38.4 kbps),53 mm,36 mm,IP67/IP69K
E2E-X2C112 2M,M12,Flush,2 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2C112 5M,M12,Flush,2 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2C112-M1,M12,Flush,2 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,48 mm,29 mm,IP67/IP69K
E2E-X2C112-M1TJ 0.3M,M12,Flush,2 mm,NPN,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",Not Applicable,47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2C112-R 2M,M12,Flush,2 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2C18 2M,M8,Flush,2 mm,NPN,NO,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2C18 5M,M8,Flush,2 mm,NPN,NO,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2C18-M1,M8,Flush,2 mm,NPN,NO,Connector M12,Stainless steel,Not Applicable,43 mm,22 mm,IP67/IP69K
E2E-X2C18-M3,M8,Flush,2 mm,NPN,NO,Connector M8 - 4 pin,Stainless steel,Not Applicable,39 mm,22 mm,IP67/IP69K
E2E-X2C18-M5,M8,Flush,2 mm,NPN,NO,Connector M8 - 3 pin,Stainless steel,Not Applicable,39 mm,22 mm,IP67/IP69K
E2E-X2C1L12 2M,M12,Flush,2 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,69.1 mm,55 mm,IP67/IP67G/IP69K
E2E-X2C1L12 5M,M12,Flush,2 mm,NPN,NO,Cable,"Brass, nickel plated",Not Applicable,69.1 mm,55 mm,IP67/IP67G/IP69K
E2E-X2C1L12-M1,M12,Flush,2 mm,NPN,NO,Connector M12,"Brass, nickel plated",Not Applicable,70 mm,55 mm,IP67/IP69K
E2E-X2C1L8 2M,M8,Flush,2 mm,NPN,NO,Cable,Stainless steel,Not Applicable,47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X2C1L8 5M,M8,Flush,2 mm,NPN,NO,Cable,Stainless steel,Not Applicable,47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X2C1L8-M1,M8,Flush,2 mm,NPN,NO,Connector M12,Stainless steel,Not Applicable,53 mm,36 mm,IP67/IP69K
E2E-X2C1L8-M3,M8,Flush,2 mm,NPN,NO,Connector M8 - 4 pin,Stainless steel,Not Applicable,49 mm,36 mm,IP67/IP69K
E2E-X2C1L8-M5,M8,Flush,2 mm,NPN,NO,Connector M8 - 3 pin,Stainless steel,Not Applicable,49 mm,36 mm,IP67/IP69K
E2E-X2C212 2M,M12,Flush,2 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2C212 5M,M12,Flush,2 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,47.1 mm,29 mm,IP67/IP67G/IP69K
E2E-X2C212-M1,M12,Flush,2 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,48 mm,29 mm,IP67/IP69K
E2E-X2C28 2M,M8,Flush,2 mm,NPN,NC,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2C28 5M,M8,Flush,2 mm,NPN,NC,Cable,Stainless steel,Not Applicable,37.8 mm,22 mm,IP67/IP67G/IP69K
E2E-X2C28-M1,M8,Flush,2 mm,NPN,NC,Connector M12,Stainless steel,Not Applicable,43 mm,22 mm,IP67/IP69K
E2E-X2C28-M3,M8,Flush,2 mm,NPN,NC,Connector M8 - 4 pin,Stainless steel,Not Applicable,39 mm,22 mm,IP67/IP69K
E2E-X2C28-M5,M8,Flush,2 mm,NPN,NC,Connector M8 - 3 pin,Stainless steel,Not Applicable,39 mm,22 mm,IP67/IP69K
E2E-X2C2L12 2M,M12,Flush,2 mm,NPN,NC,Cable,"Brass, nickel plated",Not Applicable,69.1 mm,55 mm,IP67/IP67G/IP69K
E2E-X2C2L12-M1,M12,Flush,2 mm,NPN,NC,Connector M12,"Brass, nickel plated",Not Applicable,70 mm,55 mm,IP67/IP69K
E2E-X2C2L8 2M,M8,Flush,2 mm,NPN,NC,Cable,Stainless steel,Not Applicable,47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X2C2L8 5M,M8,Flush,2 mm,NPN,NC,Cable,Stainless steel,Not Applicable,47.8 mm,36 mm,IP67/IP67G/IP69K
E2E-X2C2L8-M1,M8,Flush,2 mm,NPN,NC,Connector M12,Stainless steel,Not Applicable,53 mm,36 mm,IP67/IP69K
E2E-X2C2L8-M3,M8,Flush,2 mm,NPN,NC,Connector M8 - 4 pin,Stainless steel,Not Applicable,49 mm,36 mm,IP67/IP69K
E2E-X2C2L8-M5,M8,Flush,2 mm,NPN,NC,Connector M8 - 3 pin,Stainless steel,Not Applicable,49 mm,36 mm,IP67/IP69K
E2E-X2C3L12-M1,M12,Flush,2 mm,NPN,NO + NC,Connector M12,"Brass, nickel plated",Not Applicable,70 mm,55 mm,IP67/IP69K
E2E-X2MB1T8 2M,M8,Non-flush,2 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,20 mm,IP67/IP67G/IP69K
E2E-X2MB1T8 5M,M8,Non-flush,2 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,20 mm,IP67/IP67G/IP69K
E2E-X2MB1T8-M1,M8,Non-flush,2 mm,"IO-Link, PNP",NO,Connector M12,Stainless steel,COM3 (230.4 kbps),43 mm,20 mm,IP67/IP69K
E2E-X2MB1T8-M3,M8,Non-flush,2 mm,"IO-Link, PNP",NO,Connector M8 - 4 pin,Stainless steel,COM3 (230.4 kbps),39 mm,20 mm,IP67/IP69K
E2E-X2MB1T8-M5,M8,Non-flush,2 mm,"IO-Link, PNP",NO,Connector M8 - 3 pin,Stainless steel,COM3 (230.4 kbps),39 mm,20 mm,IP67/IP69K
E2E-X2MB1T8-R 2M,M8,Non-flush,2 mm,"IO-Link, PNP",NO,Cable,Stainless steel,COM3 (230.4 kbps),37.8 mm,20 mm,IP67/IP67G/IP69K
E2E-X2MB28 2M,M8,Non-flush,2 mm,PNP,NC,Cable,Stainless steel,Not Applicable,37.8 mm,20 mm,IP67/IP67G/IP69K
E2E-X2MB28 5M,M8,Non-flush,2 mm,PNP,NC,Cable,Stainless steel,Not Applicable,37.8 mm,20 mm,IP67/IP67G/IP69K
E2E-X2MB28-M1,M8,Non-flush,2 mm,PNP,NC,Connector M12,Stainless steel,Not Applicable,43 mm,20 mm,IP67/IP69K
E2E-X2MB28-M3,M8,Non-flush,2 mm,PNP,NC,Connector M8 - 4 pin,Stainless steel,Not Applicable,39 mm,20 mm,IP67/IP69K
E2E-X2MC18 2M,M8,Non-flush,2 mm,NPN,NO,Cable,Stainless steel,Not Applicable,37.8 mm,20 mm,IP67/IP67G/IP69K
E2E-X2MC18 5M,M8,Non-flush,2 mm,NPN,NO,Cable,Stainless steel,Not Applicable,37.8 mm,20 mm,IP67/IP67G/IP69K
E2E-X2MC18-M1,M8,Non-flush,2 mm,NPN,NO,Connector M12,Stainless steel,Not Applicable,43 mm,20 mm,IP67/IP69K
E2E-X2MC18-M3,M8,Non-flush,2 mm,NPN,NO,Connector M8 - 4 pin,Stainless steel,Not Applicable,39 mm,20 mm,IP67/IP69K
E2E-X2MC18-R 2M,M8,Non-flush,2 mm,NPN,NO,Cable,Stainless steel,Not Applicable,37.8 mm,20 mm,IP67/IP67G/IP69K
E2E-X2MC28 2M,M8,Non-flush,2 mm,NPN,NC,Cable,Stainless steel,Not Applicable,37.8 mm,20 mm,IP67/IP67G/IP69K
E2E-X2MC28 5M,M8,Non-flush,2 mm,NPN,NC,Cable,Stainless steel,Not Applicable,37.8 mm,20 mm,IP67/IP67G/IP69K
E2E-X2MC28-M1,M8,Non-flush,2 mm,NPN,NC,Connector M12,Stainless steel,Not Applicable,43 mm,20 mm,IP67/IP69K
E2E-X2MC28-M3,M8,Non-flush,2 mm,NPN,NC,Connector M8 - 4 pin,Stainless steel,Not Applicable,39 mm,20 mm,IP67/IP69K
E2E-X2R5D1-M1TGJ 0.3M,M12,Flush,2.5 mm,2-wire,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D1-M1TGJ-T 0.3M,M12,Flush,2.5 mm,2-wire,NO,M12 pigtail Smartclick connector,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
E2E-X2R5D1-N 2M,M12,Flush,2.5 mm,2-wire,NO,Cable,"Brass, nickel plated",,47 mm,32.9 mm,IP67/IP67G/IP69K
